Entry	Gene names	yourlist:M20200923E5A08BB0B2D1C45B0C7BC3B55FD26556BA4708Z
Q8N7K0	ZNF433	163059
Q70IA6	MOB2 HCCA2	81532
Q6UVK1	CSPG4 MCSP	1464
O95562	SFT2D2 UNQ512/PRO1027	375035
Q99766	DMAC2L ATP5S ATPW	27109
Q9BSG1	ZNF2 ZNF661	7549
Q8IYY4	DZIP1L	199221
O75356	ENTPD5 CD39L4 PCPH	957
Q13825	AUH	549
Q7RTY1	SLC16A9 C10orf36 MCT9	220963
O60304	ZNF500 KIAA0557 ZKSCAN18	26048
Q9UBK5	HCST DAP10 KAP10 PIK3AP UNQ587/PRO1157	10870
Q6P9G9	ZNF449 ZSCAN19	203523
P58340	MLF1	4291
Q3MIX3	ADCK5	203054
Q00978	IRF9 ISGF3G	10379
Q9Y4A8	NFE2L3 NRF3	9603
Q9BUR4	WRAP53 TCAB1 WDR79	55135
Q9H6L2	TMEM231 UNQ870/PRO1886	79583
Q6NS38	ALKBH2 ABH2	121642
P51805	PLXNA3 PLXN4 SEX	55558
A6QL64	ANKRD36 ANKRD36A KIAA1641 UNQ2430/PRO499	375248
Q96JM2	ZNF462 KIAA1803	58499
Q08ET2	SIGLEC14 UNQ294/PRO333	100049587
O15054	KDM6B JMJD3 KIAA0346	23135
P62070	RRAS2 TC21	22800
Q15696	ZRSR2 U2AF1-RS2 U2AF1L2 U2AF1RS2 URP	8233
Q8TEA1	NSUN6 NOPD1	221078
P43005	SLC1A1 EAAC1 EAAT3	6505
Q9NWW7	C2orf42	54980
Q8IZD4	DCP1B	196513
Q8WY54	PPM1E CAMKN KIAA1072 POPX1	22843
Q6ZNC8	MBOAT1 OACT1	154141
Q92791	P3H4 LEPREL4 NOL55 SC65	10609
Q6IN84	MRM1	79922
Q96C11	FGGY	55277
Q8NE22	SETD9 C5orf35	133383
Q9Y5R5	DMRT2 DSXL2	10655
P37231	PPARG NR1C3	5468
Q6UX40	TMEM107 DC20 UNQ638/PRO1268	84314
Q86YS6	RAB43 RAB41	339122
O75581	LRP6	4040
Q96M96	FGD4 FRABP ZFYVE6	121512
Q9UI14	RABAC1 PRA1 PRAF1	10567
Q5T9L3	WLS C1orf139 GPR177 UNQ85/PRO18667	79971
Q86YJ7	ANKRD13B	124930
Q9BSH3	NICN1	84276
Q8TBN0	RAB3IL1	5866
Q0ZGT2	NEXN	91624
Q9BQ83	SLX1A GIYD1 SLX1; SLX1B GIYD2 SLX1	79008,548593
Q9BU02	THTPA	79178
O95278	EPM2A	7957
Q96LT4	SAMD8	142891
P36406	TRIM23 ARD1 ARFD1 RNF46	373
Q9H2T7	RANBP17	64901
Q9HA38	ZMAT3 PAG608 WIG1	64393
Q9NWA0	MED9 MED25	55090
Q8WV07	LTO1 ORAOV1 TAOS1	220064
Q9Y250	LZTS1 FEZ1	11178
Q9NXU5	ARL15 ARFRP2	54622
Q96JL9	ZNF333 KIAA1806	84449
Q86SQ4	ADGRG6 DREG GPR126 VIGR	57211
O95343	SIX3	6496
P35442	THBS2 TSP2	7058
P05161	ISG15 G1P2 UCRP	9636
Q99677	LPAR4 GPR23 LPA4 P2RY9	2846
P78426	NKX6-1 NKX6A	4825
Q49AM1	MTERF2 MTERFD3	80298
P13637	ATP1A3	478
Q9H4M3	FBXO44 FBG3 FBX30 FBX44 FBX6A FBXO6A	93611
O76075	DFFB CAD DFF2 DFF40	1677
Q8WUY1	THEM6 C8orf55 PSEC0098	51337
P29275	ADORA2B	136
Q5EBL2	ZNF628	89887
Q8IVW8	SPNS2	124976
O00488	ZNF593 ZT86	51042
P83369	LSM11	134353
Q8TEY5	CREB3L4 AIBZIP CREB4 JAL	148327
O15315	RAD51B RAD51L1 REC2	5890
P13682	ZNF35	7584
P61018	RAB4B PP1596	53916
Q9GZT4	SRR	63826
Q86WR7	PROSER2 C10orf47	254427
Q5VV17	OTUD1 DUBA7 OTDC1	220213
Q9NXA8	SIRT5 SIR2L5	23408
Q15078	CDK5R1 CDK5R NCK5A	8851
Q8N8R3	SLC25A29 C14orf69 ORNT3	123096
Q7Z769	SLC35E3 BLOV1 UNQ3043/PRO9859	55508
Q96LZ7	RMDN2 FAM82A FAM82A1 BLOCK18 UNQ9371/PRO34163	151393
Q96KN1	LRATD2 BCMP101 FAM84B NSE2	157638
Q96T49	PPP1R16B ANKRD4 KIAA0823	26051
O60814	H2BC12 H2BFT HIRIP1 HIST1H2BK	85236
Q99523	SORT1	6272
Q9BV23	ABHD6	57406
Q8WUR7	C15orf40	123207
P50336	PPOX	5498
Q7Z736	PLEKHH3	79990
Q9HAQ2	KIF9	64147
Q9H8M5	CNNM2 ACDP2	54805
Q92800	EZH1 KIAA0388	2145
Q92613	JADE3 KIAA0215 PHF16	9767
Q9NQ55	PPAN BXDC3 SSF1	56342
Q96D53	COQ8B ADCK4	79934
Q8IW93	ARHGEF19	128272
Q9NWM0	SMOX C20orf16 SMO UNQ3039/PRO9854	54498
Q8NA42	ZNF383 HSD17	163087
Q6ZWJ1	STXBP4	252983
Q96HL8	SH3YL1	26751
Q9UHR6	ZNHIT2 C11orf5	741
A6NFY7	SDHAF1 LYRM8	644096
Q6AW86	ZNF324B	388569
Q9UKA8	RCAN3 DSCR1L2	11123
Q8TE68	EPS8L1 DRC3 EPS8R1 PP10566	54869
Q9H611	PIF1 C15orf20	80119
Q8WTW4	NPRL2 TUSC4	10641
A6NJU9	NPIPB13	613037
P57082	TBX4	9496
Q4G163	FBXO43 EMI2	286151
O95255	ABCC6 ARA MRP6	368
O95297	MPZL1 PZR UNQ849/PRO1787	9019
Q6PK81	ZNF773 ZNF419B	374928
Q9NZP8	C1RL C1RL1 C1RLP CLSPA	51279
Q8N5Z5	KCTD17	79734
Q8IUZ5	PHYKPL AGXT2L2 PP9286	85007
Q9H7X7	IFT22 RABL5	64792
Q9H479	FN3K	64122
Q15628	TRADD	8717
Q9NPR2	SEMA4B KIAA1745 SEMAC UNQ749/PRO1480	10509
P14621	ACYP2 ACYP	98
Q12981	BNIP1 NIP1 SEC20L TRG8	662
Q5TZA2	CROCC KIAA0445	9696
Q9BZD2	SLC29A3 ENT3 UNQ717/PRO1380	55315
Q86UW7	CADPS2 CAPS2 KIAA1591	93664
Q8TB24	RIN3	79890
Q9NUB1	ACSS1 ACAS2L KIAA1846	84532
Q6ZTW0	TPGS1 C19orf20	91978
O15197	EPHB6	2051
Q96L93	KIF16B C20orf23 KIAA1590 SNX23	55614
Q8NFB2	TMEM185A CXorf13 FAM11A	84548
Q8IVV7	GID4 C17orf39 VID24	79018
Q6UX07	DHRS13 SDR7C5 UNQ419/PRO853	147015
P41273	TNFSF9	8744
Q8TAV0	FAM76A	199870
O95780	ZNF682	91120
Q9UJG1	MOSPD1	56180
P56937	HSD17B7 17HSD7 SDR37C1 UNQ2563/PRO6243	51478
Q86UT8	CCDC84 DLNB14	338657
Q2M3W8	ZNF181	339318
Q5ST30	VARS2 KIAA1885 VARS2L VARSL	57176
Q6UWL6	KIRREL2 NEPH3 UNQ5827/PRO19646	84063
Q5PSV4	BRMS1L	84312
Q8IZM9	SLC38A6 NAT1 SNAT6	145389
Q8TAM2	TTC8 BBS8	123016
Q96HQ0	ZNF419 ZNF419A	79744
Q9H8K7	PAAT C10orf88	80007
Q5T4T6	SYCP2L C6orf177 NO145	221711
Q9BVS5	TRMT61B	55006
Q8TCJ0	FBXO25 FBX25	26260
B2CW77	KLLN	100144748
O15432	SLC31A2 COPT2 CTR2	1318
Q6UWY0	ARSK TSULF UNQ630/PRO1246	153642
Q8N3J5	PPM1K PP2CM	152926
Q96PY5	FMNL2 FHOD2 KIAA1902	114793
P13164	IFITM1 CD225 IFI17	8519
P78367	NKX3-2 BAPX1 NKX3B	579
A8K0Z3	WASHC1 FAM39E WASH1	100287171
Q9Y664	KPTN	11133
Q8IVH4	MMAA	166785
Q96F15	GIMAP5 IAN4L1 IAN5 IMAP3	55340
P41279	MAP3K8 COT ESTF	1326
Q9BYX2	TBC1D2 PARIS1 PP8997 TBC1D2A	55357
Q9BRX2	PELO CGI-17	53918
P63096	GNAI1	2770
Q9NX05	FAM120C CXorf17	54954
O60890	OPHN1	4983
Q9P206	KIAA1522	57648
Q9UBQ6	EXTL2 EXTR2	2135
Q9H0A9	SPATC1L C21orf56	84221
Q3SXZ3	ZNF718	255403
Q12778	FOXO1 FKHR FOXO1A	2308
Q6P2I3	FAHD2B	151313
Q96SE7	ZNF347 ZNF1111	84671
Q68D06	SLFN13	146857
Q9P0W8	SPATA7 HSD3	55812
P50542	PEX5 PXR1	5830
Q8IY34	SLC15A3 OCTP PHT2 PTR3	51296
Q86YM7	HOMER1 SYN47	9456
Q9HAC8	UBTD1	80019
Q04656	ATP7A MC1 MNK	538
Q9UGK8	SERGEF DELGEF GNEFR	26297
A6NHG4	DDTL	100037417
Q5TGY3	AHDC1	27245
Q12765	SCRN1 KIAA0193	9805
Q8WVR3	MAP11 C7orf43	55262
Q86XD8	ZFAND4 ANUBL1	93550
Q96N21	TEPSIN C17orf56 ENTHD2	146705
O95568	METTL18 ASTP2 C1orf156	92342
Q8NI17	IL31RA CRL3 GPL UNQ6368/PRO21073/PRO21384	133396
Q6ZMD2	SPNS3	201305
Q14192	FHL2 DRAL SLIM3	2274
Q9GZU1	MCOLN1 ML4 MSTP080	57192
Q99758	ABCA3 ABC3	21
A2A3K4	PTPDC1 PTP9Q22	138639
Q96AN5	TMEM143 UNQ5922/PRO19813	55260
Q5VST9	OBSCN KIAA1556 KIAA1639	84033
P78352	DLG4 PSD95	1742
Q5VW00	DCAF12L2 WDR40C	340578
Q9Y3M9	ZNF337	26152
Q8N7B6	PACRGL C4orf28	133015
Q6AZZ1	TRIM68 GC109 RNF137 SS56	55128
Q5JVS0	HABP4	22927
O15195	VILL	50853
P54826	GAS1	2619
Q9NWM8	FKBP14 FKBP22 UNQ322/PRO381	55033
Q5TH74	STPG1 C1orf201	90529
Q92903	CDS1 CDS	1040
Q9UGN4	CD300A CMRF35H IGSF12 HSPC083	11314
Q96SI1	KCTD15	79047
Q9NZN4	EHD2 PAST2	30846
Q99576	TSC22D3 DSIPI GILZ	1831
Q96HA4	C1orf159 UNQ2998/PRO9739	54991
Q6ZUS6	CCDC149	91050
Q8IVW1	ARL17A ARL17P1; ARL17B ARF1P2 ARL17A PRO2667	100506084,51326
Q8N5I9	C12orf45	121053
Q8NHY6	ZFP28 KIAA1431	140612
Q96EM0	L3HYPDH C14orf149	112849
Q8WWW8	GAB3	139716
Q8NBE8	KLHL23	151230
Q9BQE5	APOL2	23780
Q9NX09	DDIT4 REDD1 RTP801	54541
O00587	MFNG	4242
Q68EN5	KIAA0895L	653319
Q9Y6R9	CCDC61	729440
Q9UDT6	CLIP2 CYLN2 KIAA0291 WBSCR3 WBSCR4 WSCR4	7461
Q6ZS30	NBEAL1 ALS2CR16 ALS2CR17	65065
Q96F07	CYFIP2 KIAA1168 PIR121	26999
P05412	JUN	3725
Q14050	COL9A3	1299
Q96JK4	HHIPL1 HHIP2 KIAA1822 UNQ9245/PRO34761	84439
Q6PJ21	SPSB3 C16orf31 SSB3	90864
Q03426	MVK	4598
Q9H6R3	ACSS3	79611
Q9H2G4	TSPYL2 CDA1 DENTT TSPX HRIHFB2216	64061
Q9HCH0	NCKAP5L CEP169 KIAA1602 FP1193	57701
Q15475	SIX1	6495
P51693	APLP1	333
Q9H0I2	ENKD1 C16orf48 UNQ6410/PRO21183	84080
Q86XK3	SFR1 C10orf78 MEI5 MEIR5	119392
Q9BVL4	SELENOO SELO	83642
O15460	P4HA2 UNQ290/PRO330	8974
Q9NVD3	SETD4 C21orf18 C21orf27	54093
Q9UL51	HCN2 BCNG2	610
P17024	ZNF20 KOX13	7568
Q69YU5	BRAWNIN BR C12orf73	728568
P42701	IL12RB1 IL12R IL12RB	3594
P23610	F8A1; F8A2; F8A3	474384,474383,8263
Q14168	MPP2 DLG2	4355
Q9NR16	CD163L1 CD163B M160 UNQ6434/PRO23202	283316
P55773	CCL23 MIP3 MPIF1 SCYA23	6368
Q9Y5R4	HEMK1 HEMK	51409
Q53RE8	ANKRD39 HSPC200	51239
Q8WZ71	TMEM158 HBBP RIS1	25907
P55212	CASP6 MCH2	839
Q4LDG9	DNAL1 C14orf168	83544
Q8N4P2	TTC30B	150737
Q9NP71	MLXIPL BHLHD14 MIO WBSCR14	51085
Q9UN36	NDRG2 KIAA1248 SYLD	57447
Q9NRA1	PDGFC SCDGF UNQ174/PRO200	56034
P58511	SMIM11A C21orf51 FAM165B SMIM11	54065
P16083	NQO2 NMOR2	4835
Q8ND25	ZNRF1 NIN283	84937
Q8TER5	ARHGEF40 SOLO	55701
Q13469	NFATC2 NFAT1 NFATP	4773
Q9NUD7	C20orf96	140680
O43147	SGSM2 KIAA0397 RUTBC1	9905
B4DU55	ZNF879	345462
Q96FH0	BORCS8 MEF2BNB	729991
A0PK00	TMEM120B	144404
Q9HCL3	ZFP14 KIAA1559 ZNF531	57677
Q9NZG7	NINJ2	4815
Q96EW2	HSPBAP1 PASS1	79663
O95786	DDX58	23586
Q9H6D3	XKR8 XRG8	55113
O14503	BHLHE40 BHLHB2 DEC1 SHARP2 STRA13	8553
Q9Y625	GPC6 UNQ369/PRO705	10082
P54851	EMP2 XMP	2013
Q9UNH6	SNX7	51375
P0DMB2	C8orf88	100127983
Q9NRD1	FBXO6 FBG2 FBS2 FBX6	26270
Q03060	CREM	1390
O96018	APBA3 MINT3 X11L2	9546
Q9Y2C9	TLR6	10333
Q17RN3	FAM98C	147965
Q96QH2	PRAM1	84106
Q8N5M1	ATPAF2 ATP12 LP3663	91647
P41162	ETV3 METS PE1	2117
Q8IZN3	ZDHHC14	79683
P20702	ITGAX CD11C	3687
Q8TB36	GDAP1	54332
Q8TEQ0	SNX29 RUNDC2A	92017
Q9UIX4	KCNG1	3755
Q96PP9	GBP4	115361
Q96MU8	KREMEN1 KREMEN KRM1	83999
F5H4A9	C3orf80	401097
Q99075	HBEGF DTR DTS HEGFL	1839
P41182	BCL6 BCL5 LAZ3 ZBTB27 ZNF51	604
Q7RTR2	NLRC3 NOD3	197358
Q14116	IL18 IGIF IL1F4	3606
Q9Y6F9	WNT6	7475
Q9UK23	NAGPA	51172
Q6P9B6	MEAK7 KIAA1609 TLDC1	57707
Q9H8N7	ZNF395 HDBP2 PBF	55893
Q6UXI7	VIT UNQ647/PRO1277	5212
Q8IYR2	SMYD4 KIAA1936	114826
O60683	PEX10 RNF69	5192
Q02446	SP4	6671
P19235	EPOR	2057
P12724	RNASE3 ECP RNS3	6037
Q70CQ3	USP30	84749
Q96MX3	ZNF48 ZNF553	197407
Q86YH2	ZNF280B SUHW2 ZNF279 ZNF632	140883
Q9BUU2	METTL22 C16orf68 LP8272	79091
Q9H9F9	ACTR5 ARP5	79913
Q96H79	ZC3HAV1L C7orf39	92092
Q9BWV3	CDADC1	81602
Q9HAZ1	CLK4	57396
A8MQT2	GOLGA8B	440270
Q6ZNA5	FRRS1 SDFR2 SDR2	391059
P17021	ZNF17 KIAA1947 KOX10	7565
P29728	OAS2	4939
Q92837	FRAT1	10023
Q8IXH6	TP53INP2 C20orf110 DOR PINH	58476
Q9BUH8	BEGAIN KIAA1446	57596
Q96HG1	SMIM10 CXorf69	644538
Q7Z6J4	FGD2 ZFYVE4	221472
Q8NB91	FANCB	2187
O00750	PIK3C2B	5287
Q9Y572	RIPK3 RIP3	11035
Q8IYL2	TRMT44 C4orf23 METTL19	152992
Q96BY2	MOAP1 PNMA4	64112
O60721	SLC24A1 KIAA0702 NCKX1	9187
Q96AC6	KIFC2	90990
P16870	CPE	1363
Q9ULM2	ZNF490 KIAA1198	57474
Q96D09	GPRASP2	114928
Q86XP1	DGKH	160851
Q8IUC6	TICAM1 PRVTIRB TRIF	148022
Q96GK7	FAHD2A CGI-105	51011
Q92484	SMPDL3A ASML3A	10924
Q9UGQ3	SLC2A6 GLUT6	11182
Q15937	ZNF79	7633
Q9UDV6	ZNF212 ZNFC150	7988
P0DPD6	ECE2 KIAA0604 UNQ403/PRO740	9718
P0DPD8	EEF1AKMT4-ECE2	9718
Q495W5	FUT11	170384
Q96NM4	TOX2 C20orf100 GCX1	84969
P05109	S100A8 CAGA CFAG MRP8	6279
Q9Y234	LIPT1	51601
Q9BYC2	OXCT2 FKSG25	64064
Q8N5D6	GBGT1 UNQ2513/PRO6002	26301
Q86W11	ZSCAN30 ZNF397OS	100101467
Q8N6Q8	METTL25 C12orf26	84190
Q92546	RGP1 KIAA0258	9827
O95931	CBX7	23492
Q502X0	MORN2 MOPT	729967
P26951	IL3RA IL3R	3563
Q8WW35	TCTEX1D2	255758
Q9NWZ8	GEMIN8 FAM51A1	54960
Q8N141	ZFP82 KIAA1948 ZNF545	284406
Q13398	ZNF211	10520
Q16787	LAMA3 LAMNA	3909
Q2TAA5	ALG11 GT8	440138
Q7L8W6	DPH6 ATPBD4	89978
P59190	RAB15	376267
P52790	HK3	3101
Q5VVH5	IRAK1BP1	134728
Q93015	NAA80 FUS2 NAT6	24142
Q9Y644	RFNG	5986
Q2I0M4	LRRC26 CAPC	389816
Q14332	FZD2	2535
Q9NXS3	KLHL28 BTBD5	54813
Q96N77	ZNF641	121274
O60478	GPR137B TM7SF1	7107
Q9P1U0	POLR1H RPA12 ZNRD1	30834
A4FU01	MTMR11	10903
Q9NZD2	GLTP	51228
Q6P3X8	PGBD2	267002
Q15464	SHB	6461
Q9UBY8	CLN8 C8orf61	2055
Q9BW11	MXD3 BHLHC13 MAD3	83463
B7Z6K7	ZNF814	730051
Q12950	FOXD4 FKHL9 FOXD4A FREAC5	2298
Q96T25	ZIC5	85416
Q9NWU1	OXSM	54995
Q9UND3	NPIPA1 NPIP	642799,9284
O43900	PRICKLE3 LMO6	4007
Q8NF99	ZNF397 ZNF47 ZSCAN15	84307
Q86WK7	AMIGO3 ALI3 KIAA1851 UNQ6084/PRO20089	386724
Q9NW97	TMEM51 C1orf72	55092
Q16877	PFKFB4	5210
Q96QU6	ACCS PHACS	84680
Q9BZM1	PLA2G12A PLA2G12 FKSG38 UNQ2519/PRO6012	81579
Q9NRH1	YAE1 C7orf36 YAE1D1 GK003	57002
Q6IEG0	SNRNP48 C6orf151	154007
Q9BW83	IFT27 RABL4 RAYL	11020
Q86Y25	ZNF354C KID3	30832
Q9H6L4	ARMC7	79637
Q6NUM9	RETSAT PPSIG UNQ439/PRO872	54884
Q9Y3E2	BOLA1 CGI-143	51027
Q9H3H3	C11orf68 BLES03	83638
Q49MI3	CERKL	375298
Q7Z6J0	SH3RF1 KIAA1494 POSH POSH1 RNF142 SH3MD2	57630
Q7Z6L1	TECPR1 KIAA1358	25851
Q8N6C5	IGSF1 IGDC1 KIAA0364 PGSF2	3547
O95825	CRYZL1 4P11	9946
O43505	B4GAT1 B3GNT1 B3GNT6	11041
Q5T5X7	BEND3 KIAA1553	57673
Q9Y2V7	COG6 KIAA1134	57511
Q86Y13	DZIP3 KIAA0675	9666
O14717	TRDMT1 DNMT2	1787
Q9BTL3	RAMAC C15orf18 FAM103A1 RAMMET	83640
Q496Y0	LONRF3 RNF127	79836
Q5D1E8	ZC3H12A MCPIP MCPIP1	80149
O75486	SUPT3H SPT3	8464
Q8NDV3	SMC1B SMC1L2	27127
O95922	TTLL1 C22orf7	25809
P51787	KCNQ1 KCNA8 KCNA9 KVLQT1	3784
Q8N394	TMTC2	160335
Q96ND8	ZNF583	147949
Q8IZE3	SCYL3 PACE1	57147
Q9BV97	ZNF747	65988
Q9BSY4	CHCHD5 C2orf9	84269
O00339	MATN2 UNQ193/PRO219	4147
P37023	ACVRL1 ACVRLK1 ALK1	94
Q6PL24	TMED8 FAM15B L10	283578
Q8NE35	CPEB3 KIAA0940	22849
Q9BR11	ZSWIM1 C20orf162	90204
Q70HW3	SLC25A26 SAMC	115286
Q96G04	EEF2KMT FAM86A SB153	196483
P61764	STXBP1 UNC18A	6812
Q14929	ZNF169	169841
Q7Z449	CYP2U1	113612
P28289	TMOD1 D9S57E TMOD	7111
P11309	PIM1	5292
O94876	TMCC1 KIAA0779	23023
Q96N96	SPATA13	221178
Q1ZZU3	SWI5 C9orf119 SAE3	375757
A0PJX4	SHISA3	152573
Q8NG27	PJA1 RNF70	64219
Q8TED4	SLC37A2	219855
Q9Y5N5	N6AMT1 C21orf127 HEMK2 KMT9 PRED28	29104
Q9UHX3	ADGRE2 EMR2	30817
Q5VXU3	CHIC1 BRX	53344
Q9Y2A4	ZNF443	10224
Q8IWZ3	ANKHD1 KIAA1085 MASK VBARP PP2500	404734,54882
P04066	FUCA1 Nbla10230	2517
Q9UM01	SLC7A7	9056
Q9BSA9	TMEM175	84286
O43278	SPINT1 HAI1 UNQ223/PRO256	6692
Q8NEP9	ZNF555	148254
O43708	GSTZ1 MAAI	2954
P52569	SLC7A2 ATRC2 CAT2	6542
Q9UBX8	B4GALT6	9331
Q9NZC7	WWOX FOR SDR41C1 WOX1	51741
Q9Y5U4	INSIG2	51141
Q9H0W7	THAP2	83591
Q8IZY2	ABCA7	10347
P02462	COL4A1	1282
Q9NQX0	PRDM6 PFM3	93166
Q8NCK3	ZNF485	220992
Q96SL8	FIZ1 ZNF798	84922
O15446	POLR1G ASE1 CAST CD3EAP PAF49	10849
P46952	HAAO	23498
Q86XZ4	SPATS2 SCR59 SPATA10 Nbla00526	65244
Q9P2B4	CTTNBP2NL KIAA1433	55917
Q96C28	ZNF707	286075
Q8IX03	WWC1 KIAA0869	23286
Q9NPB0	SAYSD1 C6orf64	55776
Q8IU68	TMC8 EVER2 EVIN2	147138
Q8N556	AFAP1 AFAP	60312
Q9BXB4	OSBPL11 ORP11 OSBP12	114885
Q9Y5P8	PPP2R3B PPP2R3L	28227
Q6U7Q0	ZNF322 ZNF322A ZNF388 ZNF489	79692
Q9UBL6	CPNE7	27132
Q5TEC3	ZNF697	90874
Q9H8T0	AKTIP FTS	64400
Q9P0N5	TMEM216 HSPC244	51259
Q8TB45	DEPTOR DEPDC6	64798
Q9NRJ3	CCL28 SCYA28	56477
Q9P2J9	PDP2 KIAA1348	57546
Q9H1X3	DNAJC25	548645
P10114	RAP2A	5911
P51606	RENBP	5973
Q8IU85	CAMK1D CAMKID	57118
Q96SA4	SERINC2 TDE2L FKSG84 UNQ263/PRO300	347735
O15534	PER1 KIAA0482 PER RIGUI	5187
Q96CV9	OPTN FIP2 GLC1E HIP7 HYPL NRP	10133
Q63HK3	ZKSCAN2 ZNF694	342357
Q96H72	SLC39A13 ZIP13	91252
Q8N8Z6	DCBLD1	285761
Q9H7X3	ZNF696	79943
Q14964	RAB39A RAB39	54734
Q15375	EPHA7 EHK3 HEK11	2045
Q15334	LLGL1 DLG4 HUGL HUGL1	3996
Q13467	FZD5 C2orf31	7855
Q9UKY4	POMT2	29954
Q9NQS1	AVEN	57099
P62699	YPEL5 CGI-127	51646
P0CJ75	MTRNR2L8	100463486
Q15811	ITSN1 ITSN SH3D1A	6453
P13987	CD59 MIC11 MIN1 MIN2 MIN3 MSK21	966
Q9Y237	PIN4	5303
Q8NDW4	ZNF248	57209
Q96LL9	DNAJC30 WBSCR18	84277
Q5TAG4	NBPF12 COAS1 KIAA1245	149013
Q9ULE0	WWC3 KIAA1280	55841
P21817	RYR1 RYDR	6261
Q9Y2G7	ZFP30 KIAA0961 ZNF745	22835
Q6ZT21	TMPPE	643853
Q9NYZ1	TVP23B FAM18B FAM18B1 CGI-148 NPD008	51030
Q8NFU7	TET1 CXXC6 KIAA1676 LCX	80312
Q7L592	NDUFAF7 C2orf56 PRO1853	55471
Q9HBW1	LRRC4 BAG NAG14 UNQ554/PRO1111	64101
Q8TD22	SFXN5	94097
Q9BZF9	UACA KIAA1561	55075
O14512	SOCS7 NAP4 SOCS6	30837
Q9HCJ6	VAT1L KIAA1576	57687
Q8NEY1	NAV1 KIAA1151 KIAA1213 POMFIL3 STEERIN1	89796
O75971	SNAPC5 SNAP19	10302
Q567V2	MPV17L2 FKSG24	84769
Q6ZSJ8	C1orf122	127687
Q5FWF4	ZRANB3	84083
Q70EK9	USP51	158880
Q9H7T9	AUNIP C1orf135	79000
Q8WXA3	RUFY2 KIAA1537 RABIP4R	55680
Q13133	NR1H3 LXRA	10062
Q2NL68	PROSER3 C19orf55	148137
Q9H8X2	IPPK C9orf12	64768
Q9Y5L2	HILPDA C7orf68 HIG2	29923
Q96PX1	RNF157 KIAA1917	114804
O75604	USP2 UBP41	9099
Q8TAV5	C11orf45	219833
Q8WVE7	TMEM170A TMEM170	124491
P25021	HRH2	3274
Q8IUR6	CREBRF C5orf41	153222
Q96HD1	CRELD1 CIRRIN UNQ188/PRO214	78987
Q7Z3S7	CACNA2D4	93589
Q9UMY4	SNX12	29934
O60486	PLXNC1 VESPR	10154
Q86US8	SMG6 C17orf31 EST1A KIAA0732	23293
Q8N3J3	HROB C17orf53	78995
P17032	ZNF37A KOX21 ZNF37	7587
Q9NSU2	TREX1	11277
O43423	ANP32C PP32R1	23520
Q9H2I8	LRMDA C10orf11 CDA017	83938
Q17RM4	CCDC142 PSEC0243	84865
Q8TB37	NUBPL C14orf127	80224
Q9BWD3	RTL8A CXX1B FAM127B MAR8A	26071
P12110	COL6A2	1292
Q6PG37	ZNF790	388536
Q9BSJ6	PIMREG CATS FAM64A RCS1	54478
Q14511	NEDD9 CASL CASS2	4739
P09769	FGR SRC2	2268
Q96NT1	NAP1L5 DRLM	266812
Q76N32	CEP68 KIAA0582	23177
Q9NV12	TMEM140	55281
Q9BRP1	PDCD2L	84306
P56945	BCAR1 CAS CASS1 CRKAS	9564
Q6UWE0	LRSAM1 TAL UNQ6496/PRO21356	90678
Q9BQD7	ANTKMT C16orf24 FAM173A RJD7	65990
O76082	SLC22A5 OCTN2	6584
Q9NVN3	RIC8B	55188
A2AJT9	BCLAF3 CXorf23	256643
Q9UDR5	AASS	10157
Q8N2I2	ZNF619	285267
O14569	CYB561D2 101F6 LUCA12.2	11068
Q96LW7	CARD19 C9orf89	84270
Q96QF0	RAB3IP RABIN8	117177
Q96IQ9	ZNF414	84330
Q9NX74	DUS2 DUS2L	54920
O00469	PLOD2	5352
O94762	RECQL5 RECQ5	9400
Q96DH6	MSI2	124540
O43513	MED7 ARC34 CRSP9	9443
P16219	ACADS	35
Q495C1	RNF212	285498
Q9Y2M0	FAN1 KIAA1018 MTMR15	22909
Q15599	SLC9A3R2 NHERF2	9351
Q8WV41	SNX33 SH3PX3 SH3PXD3C SNX30	257364
Q7Z2K8	GPRIN1 KIAA1893	114787
P22001	KCNA3 HGK5	3738
Q9UN71	PCDHGB4 CDH20 FIB2	8641
P51508	ZNF81	347344
A6NMS7	LRRC37A LRRC37A1	9884
Q7Z494	NPHP3 KIAA2000	27031
Q6ZMZ0	RNF19B IBRDC3 NKLAM	127544
O14933	UBE2L6 UBCH8	9246
Q9Y2I6	NINL KIAA0980 NLP	22981
Q15878	CACNA1E CACH6 CACNL1A6	777
Q5JS54	PSMG4 C6orf86 PAC4	389362
Q96KF7	SMIM8 C6orf162 DC18	57150
P13640	MT1G MT1K MT1M	4495
Q2M1P5	KIF7 UNQ340/PRO539	374654
Q8NBN7	RDH13 SDR7C3 PSEC0082 UNQ736/PRO1430	112724
Q86UC2	RSPH3 RSHL2 RSP3	83861
P14598	NCF1 NOXO2 SH3PXD1A	653361
Q6ZSC3	RBM43 C2orf38	375287
Q86TN4	TRPT1	83707
Q16880	UGT8 CGT UGT4	7368
O60513	B4GALT4 UNQ552/PRO1109	8702
Q58EX7	PLEKHG4 PRTPHN1	25894
Q9ULP9	TBC1D24 KIAA1171	57465
Q2KHM9	KIAA0753 MNR OFIP	9851
Q9H2C0	GAN GAN1 KLHL16	8139
Q9Y4A0	JRKL	8690
